index,FlightDate,Origin,Dest,Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,CRSDepTime,DepTime,CRSArrTime,ArrTime,WheelsOff,WheelsOn,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Cancelled,Diverted,CancellationCode
3401866,2018-12-19,DEN,LGA,UA,N482UA,322,45,39,622,612,51,603,0,0,0,0,0,False,False,Z
3401867,2018-12-19,LGA,DFW,AA,N868NN,1597,530,526,845,821,542,807,0,0,0,0,0,False,False,Z
3401868,2018-12-19,RIC,LGA,MQ,N807AE,3832,532,524,659,710,613,703,0,0,0,0,0,False,False,Z
3401869,2018-12-19,PHL,LGA,MQ,N824AE,3568,533,529,624,708,622,655,0,0,44,0,0,False,False,Z
3401870,2018-12-19,BUF,LGA,YX,N211JQ,6053,540,540,717,715,606,656,0,0,0,0,0,False,False,Z
3401871,2018-12-19,PIT,LGA,MQ,N827AE,3425,545,533,724,722,601,658,0,0,0,0,0,False,False,Z
3401872,2018-12-19,LGA,IAH,UA,N481UA,657,545,555,846,845,604,837,0,0,0,0,0,False,False,Z
3401873,2018-12-19,RDU,LGA,MQ,N830AE,3469,548,544,729,750,631,741,0,0,21,0,0,False,False,Z
3401874,2018-12-19,ORF,LGA,MQ,N845AE,3634,550,545,718,711,611,705,0,0,0,0,0,False,False,Z
3401875,2018-12-19,ORD,LGA,NK,N635NK,224,550,546,900,854,558,836,0,0,0,0,0,False,False,Z
3401876,2018-12-19,LGA,CMH,YX,N104HQ,4645,552,550,751,733,606,725,0,0,0,0,0,False,False,Z
3401877,2018-12-19,ROC,LGA,YX,N209JQ,6027,554,551,725,718,614,700,0,0,0,0,0,False,False,Z
3401878,2018-12-19,LGA,CLE,EV,N14991,4297,555,614,748,741,628,736,0,0,0,0,0,False,False,Z
3401879,2018-12-19,LGA,MIA,AA,N856NN,1249,555,554,910,906,625,902,0,0,0,0,0,False,False,Z
3401880,2018-12-19,SYR,LGA,9E,N600LR,5072,556,551,730,656,613,647,0,0,0,0,0,False,False,Z
3401881,2018-12-19,LGA,IAD,YV,N80343,6052,558,556,714,700,607,655,0,0,0,0,0,False,False,Z
3401882,2018-12-19,LGA,PHL,AA,N945UW,1934,559,637,706,737,650,734,31,0,0,0,0,False,False,Z
3401883,2018-12-19,LGA,DCA,YX,N135HQ,4320,600,606,719,721,627,710,0,0,0,0,0,False,False,Z
3401884,2018-12-19,DCA,LGA,YX,N136HQ,4337,600,559,715,708,618,702,0,0,0,0,0,False,False,Z
