index,FlightDate,Origin,Dest,Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,CRSDepTime,DepTime,CRSArrTime,ArrTime,WheelsOff,WheelsOn,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Cancelled,Diverted,CancellationCode
2777541,2016-06-15,BGR,LGA,EV,N760EV,5302,540,532,715,649,541,644,0,0,0,0,0,False,False,Z
2777542,2016-06-15,LGA,IAH,UA,N492UA,657,545,543,820,804,553,758,0,0,0,0,0,False,False,Z
2777543,2016-06-15,ATL,LGA,WN,N248WN,735,545,545,755,811,614,802,0,0,16,0,0,False,False,Z
2777544,2016-06-15,ILM,LGA,EV,N740EV,5268,549,1111,730,1247,1127,1240,317,0,0,0,0,False,False,Z
2777545,2016-06-15,LGA,DFW,AA,N3NLAA,1281,550,548,835,814,600,805,0,0,0,0,0,False,False,Z
2777546,2016-06-15,LGA,MIA,AA,N023AA,1399,550,543,853,829,557,819,0,0,0,0,0,False,False,Z
2777547,2016-06-15,ORD,LGA,NK,N640NK,224,552,650,900,951,701,944,51,0,0,0,0,False,False,Z
2777548,2016-06-15,LGA,PHL,AA,N961UW,2033,555,555,700,638,601,630,0,0,0,0,0,False,False,Z
2777549,2016-06-15,MKE,LGA,WN,N952WN,1099,555,552,900,840,559,834,0,0,0,0,0,False,False,Z
2777550,2016-06-15,LGA,ORD,AA,N3CUAA,303,559,554,732,803,607,748,0,0,31,0,0,False,False,Z
2777551,2016-06-15,LGA,CLE,EV,N16987,3916,559,552,740,728,615,725,0,0,0,0,0,False,False,Z
2777552,2016-06-15,LGA,DCA,AA,N766US,2115,600,556,700,658,614,652,0,0,0,0,0,False,False,Z
2777553,2016-06-15,LGA,BOS,AA,N949UW,2126,600,556,702,657,616,651,0,0,0,0,0,False,False,Z
2777554,2016-06-15,DCA,LGA,AA,N948UW,2137,600,550,659,641,600,638,0,0,0,0,0,False,False,Z
2777555,2016-06-15,BOS,LGA,AA,N965UW,2148,600,559,715,711,624,706,0,0,0,0,0,False,False,Z
2777556,2016-06-15,MCO,LGA,B6,N556JB,198,600,554,837,823,613,819,0,0,0,0,0,False,False,Z
2777557,2016-06-15,FLL,LGA,B6,N662JB,272,600,557,852,846,614,842,0,0,0,0,0,False,False,Z
